matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,edge_index,start_id,end_id,edge_count_before,edge_count_after,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,nodes_searched,leaf_evaluations,ordering_evaluations,full_survival_evaluations,simple_survival_evaluations,completed_root_moves,ordering_time_sec,evaluation_time_sec,search_time_sec,total_search_time_sec,elapsed_ratio,risk_level,attack_score,survival_score,survival_weight,total_score,opponent_legal_word_count,opponent_safe_word_count,opponent_active_edge_type_count,opponent_safe_edge_type_count,opponent_destination_count,opponent_safe_destination_count,own_safe_word_count,own_safe_edge_type_count,own_safe_destination_count,root_candidate_count,searched_root_candidate_count,cutoff_count,pruned_move_count,beam_pruned_move_count,null_window_search_count,null_window_searches,research_count,research_rate,beam_widths_used,evaluated_moves,chain_so_far
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,20,second,pvs,る,4317,63,33,1,0,,,る,な,な,0.147429,False,-667.5,4,4,False,10010,1202,907,11239,0,0,12,0.03410237713251263,0.10514987958595157,0.14737320796120912,0.14742916694376618,0.14742916694376618,normal,-5825.0,0.0,0.0,-5825.0,281,251,53,52,53,52,26,13,13,14,12,212,10010,0,898,898,8,0.008908685968819599,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,21,first,alpha_beta,な,2307,33,63,6,5,,,な,る,る,0.083899,False,-627.5,4,4,False,7892,685,472,8605,0,0,12,0.025568130193278193,0.05367066559847444,0.08371804188936949,0.08389925002120435,0.08389925002120435,normal,-667.5,0.0,0.0,-667.5,30,25,13,12,13,12,251,52,52,53,12,168,7892,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,22,second,pvs,る,4293,63,9,1,0,,,る,く,く,0.14279,False,-637.5,4,4,False,9462,1155,870,10658,0,0,12,0.032111789332702756,0.10279028955847025,0.14272579096723348,0.14279016596265137,0.14279016596265137,normal,-6725.0,0.0,0.0,-6725.0,325,295,55,54,55,54,25,12,12,13,12,202,9462,0,861,861,8,0.009291521486643438,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,23,first,alpha_beta,く,675,9,63,8,7,,,く,る,る,0.075845,False,-597.5,4,4,False,7538,629,428,8208,0,0,12,0.024506416986696422,0.0469709993340075,0.07567225000821054,0.07584487495478243,0.07584487495478243,normal,-637.5,0.0,0.0,-637.5,29,24,12,11,12,11,295,54,54,55,12,158,7538,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,24,second,pvs,る,4284,63,0,1,0,,,る,あ,あ,0.134008,False,-607.5,4,4,False,8640,1110,839,9800,0,0,12,0.02976187225431204,0.0967297914903611,0.13394991704262793,0.13400787499267608,0.13400787499267608,normal,-11420.0,0.0,0.0,-11420.0,573,513,60,59,60,59,24,11,11,12,12,190,8640,0,831,831,7,0.00842358604091456,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,25,first,alpha_beta,あ,63,0,63,15,14,,,あ,る,る,0.059533,False,-567.5,4,4,False,7081,518,330,7630,0,0,12,0.023377751582302153,0.032708219019696116,0.05935083294752985,0.0595327919581905,0.0595327919581905,normal,-607.5,0.0,0.0,-607.5,28,23,11,10,11,10,513,59,59,60,12,154,7081,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,26,second,pvs,る,4343,63,59,2,1,,,る,ゆ,ゆ,0.086533,False,-594.5,4,4,False,6569,800,604,7401,0,0,11,0.021383078070357442,0.06023540743626654,0.08648954192176461,0.08653254201635718,0.08653254201635718,normal,-4069.0,0.0,0.0,-4069.0,194,172,43,42,43,42,23,10,10,11,11,146,6569,0,597,597,6,0.010050251256281407,{},11,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,27,first,alpha_beta,ゆ,4075,59,63,3,2,,,ゆ,る,る,0.044387,False,-547.5,4,4,False,7179,457,273,7658,0,0,12,0.022087835939601064,0.019607201917096972,0.044244791963137686,0.044386583962477744,0.044386583962477744,normal,-587.5,0.0,0.0,-587.5,27,22,11,10,11,10,172,42,42,43,12,159,7179,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,28,second,pvs,る,4343,63,59,1,0,,,る,ゆ,ゆ,0.084919,False,-594.5,4,4,False,6494,790,601,7317,0,0,11,0.0210865376284346,0.05901459127198905,0.08487508399412036,0.08491887501440942,0.08491887501440942,normal,-4049.0,0.0,0.0,-4049.0,193,171,43,42,43,42,22,10,10,11,11,137,6494,0,593,593,7,0.011804384485666104,{},11,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,29,first,alpha_beta,ゆ,4075,59,63,2,1,,,ゆ,る,る,0.038092,False,-517.5,4,4,False,6393,387,225,6801,0,0,12,0.019645040621981025,0.01613999647088349,0.03795862500555813,0.03809245803859085,0.03809245803859085,normal,-557.5,0.0,0.0,-557.5,26,21,10,9,10,9,171,42,42,43,12,139,6393,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,30,second,pvs,る,4286,63,2,2,1,,,る,う,う,0.077305,False,-594.5,4,4,False,5603,709,537,6342,0,0,10,0.018545415718108416,0.05425619566813111,0.0772617079783231,0.07730516605079174,0.07730516605079174,normal,-5968.0,0.0,0.0,-5968.0,284,260,55,54,55,54,21,9,9,10,10,124,5603,0,530,530,6,0.011320754716981131,{},10,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,31,first,alpha_beta,う,199,2,63,4,3,,,う,る,る,0.040618,False,-497.5,4,4,False,6685,421,248,7127,0,0,12,0.02115487668197602,0.016930629615671933,0.04041429201606661,0.040617541992105544,0.040617541992105544,normal,-537.5,0.0,0.0,-537.5,25,20,10,9,10,9,260,54,54,55,12,149,6685,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,32,second,pvs,る,4286,63,2,1,0,,,る,う,う,0.072887,False,-594.5,4,4,False,5453,667,502,6153,0,0,10,0.018043089541606605,0.05063842295203358,0.07284041692037135,0.07288662507198751,0.07288662507198751,normal,-5948.0,0.0,0.0,-5948.0,283,259,55,54,55,54,20,9,9,10,10,117,5453,0,496,496,5,0.010080645161290322,{},10,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,33,first,alpha_beta,う,199,2,63,3,2,,,う,る,る,0.033834,False,-467.5,4,4,False,6125,373,212,6518,0,0,12,0.01873108884319663,0.012942830799147487,0.033646499970927835,0.03383375005796552,0.03383375005796552,normal,-507.5,0.0,0.0,-507.5,24,19,9,8,9,8,259,54,54,55,12,138,6125,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,34,second,pvs,る,4315,63,31,2,1,,,る,と,と,0.097357,False,-594.5,4,4,False,5565,865,665,6477,0,0,9,0.019121460616588593,0.07271770725492388,0.09731133293826133,0.09735704201739281,0.09735704201739281,normal,-8264.5,0.0,0.0,-8264.5,414,363,53,52,53,52,19,8,8,9,9,127,5565,0,656,656,8,0.012195121951219513,{},9,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→と
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,35,first,alpha_beta,と,2171,31,63,10,9,,,と,る,る,0.038652,False,-447.5,4,4,False,6116,383,222,6519,0,0,12,0.021283582551404834,0.014834452187642455,0.038464457960799336,0.038652290939353406,0.038652290939353406,normal,-487.5,0.0,0.0,-487.5,23,18,9,8,9,8,363,52,52,53,12,138,6116,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→と -> と→る
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,36,second,pvs,る,4315,63,31,1,0,,,る,と,と,0.099154,False,-594.5,4,4,False,5511,843,644,6401,0,0,9,0.019730120664462447,0.07369749911595136,0.0991062909597531,0.09915433393325657,0.09915433393325657,normal,-8244.5,0.0,0.0,-8244.5,413,362,53,52,53,52,18,8,8,9,9,126,5511,0,635,635,8,0.012598425196850394,{},9,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→と -> と→る -> る→と
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,37,first,alpha_beta,と,2171,31,63,9,8,,,と,る,る,0.029626,False,-417.5,4,4,False,5549,337,188,5905,0,0,12,0.017215993138961494,0.010504131554625928,0.029453499941155314,0.029625625000335276,0.029625625000335276,normal,-457.5,0.0,0.0,-457.5,22,17,8,7,8,7,362,52,52,53,12,127,5549,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,38,second,pvs,る,4303,63,19,5,4,,,る,す,す,0.082508,False,-594.5,4,4,False,4647,746,569,5440,0,0,8,0.015904418425634503,0.06190787418745458,0.08247162506449968,0.08250758389476687,0.08250758389476687,normal,-8266.0,0.0,0.0,-8266.0,413,365,52,51,52,51,17,7,7,8,8,106,4647,0,560,560,8,0.014285714285714285,{},8,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る -> る→す
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,39,first,alpha_beta,す,1355,19,63,21,20,,,す,る,る,0.02949,False,-397.5,4,4,False,5503,336,187,5858,0,0,12,0.017241794848814607,0.010347670875489712,0.029333791928365827,0.029490124899894,0.029490124899894,normal,-437.5,0.0,0.0,-437.5,21,16,8,7,8,7,365,51,51,52,12,127,5503,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る -> る→す -> す→る
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,40,second,pvs,る,4303,63,19,4,3,,,る,す,す,0.084422,False,-594.5,4,4,False,4647,746,569,5440,0,0,8,0.016226253006607294,0.06343062862288207,0.08438524999655783,0.08442195900715888,0.08442195900715888,normal,-8246.0,0.0,0.0,-8246.0,412,364,52,51,52,51,16,7,7,8,8,106,4647,0,560,560,8,0.014285714285714285,{},8,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る -> る→す -> す→る -> る→す
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,41,first,alpha_beta,す,1355,19,63,20,19,,,す,る,る,0.029376,False,-377.5,4,4,False,5503,336,187,5858,0,0,12,0.017112378147430718,0.010380332940258086,0.029213291010819376,0.029375625075772405,0.029375625075772405,normal,-417.5,0.0,0.0,-417.5,20,15,8,7,8,7,364,51,51,52,12,127,5503,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る -> る→す -> す→る -> る→す -> す→る
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,42,second,pvs,る,4303,63,19,3,2,,,る,す,す,0.082838,False,-594.5,4,4,False,4647,746,569,5440,0,0,8,0.01584420388098806,0.06234207423403859,0.08280366694089025,0.08283812506124377,0.08283812506124377,normal,-8226.0,0.0,0.0,-8226.0,411,363,52,51,52,51,15,7,7,8,8,106,4647,0,560,560,8,0.014285714285714285,{},8,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る -> る→す -> す→る -> る→す -> す→る -> る→す
alpha_beta vs pvs,alpha_beta,pvs,D20000_seed2_alpha_beta_vs_pvs_0,20000,2,first,ended_with_n,43,first,alpha_beta,す,1355,19,63,19,18,,,す,る,る,0.030236,False,-357.5,4,4,False,5503,336,187,5858,0,0,12,0.017535993945784867,0.010768029955215752,0.03005891595967114,0.0302359169581905,0.0302359169581905,normal,-397.5,0.0,0.0,-397.5,19,14,8,7,8,7,363,51,51,52,12,127,5503,0,0,0,0,0.0,{},12,ず→ず -> ず→ず -> ず→ら -> ら→る -> る→る -> る→つ -> つ→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→よ -> よ→る -> る→な -> な→る -> る→く -> く→る -> る→あ -> あ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る
